,Client ID,Variation,gendr,clnt_age,start_to_step_1_mins,step_1_to_2_mins,step_2_to_3_mins,step_3_to_con_mins,total_time_mins
174097,8821076,Control,F,72.5,1.72,3.58,7.65,4.17,5.97
174135,6094600,Test,U,41.5,0.25,0.38,4.1,0.35,5.08
174143,7126315,Test,U,43.5,0.15,0.13,0.85,0.4,1.53
174148,5444874,Control,U,60.5,0.8,5.58,0.5,1.97,4.07
174165,9762179,Test,U,71.0,0.2,0.78,0.22,0.53,1.73
174178,6751263,Test,F,39.0,0.38,0.37,1.43,0.95,2.92
174208,8573578,Control,M,26.5,0.43,0.62,1.3,1.27,3.62
174218,5881097,Test,F,23.5,0.5,0.13,0.92,4.1,5.65
174224,1331131,Test,M,42.5,0.52,0.65,2.63,9.75,11.53
174251,230492,Control,F,40.5,0.22,2.15,0.8,2.57,5.73
174267,8881979,Control,M,29.0,0.12,0.2,2.07,1.77,4.15
174275,6888019,Test,M,57.0,1.9,2.22,10.87,6.62,12.23
174287,757353,Control,F,53.5,0.85,1.02,2.73,1.22,5.82
174292,3968117,Test,U,30.0,1.33,0.43,2.73,1.28,2.65
174322,4874198,Test,F,28.5,0.22,0.15,1.4,0.53,1.22
174331,8837295,Test,M,66.5,1.95,0.0,10.18,1.15,11.33
174343,8027167,Control,U,28.5,0.15,0.28,0.77,0.92,2.12
174352,6544190,Test,F,69.5,0.22,0.45,0.52,1.78,2.97
174357,8555009,Test,M,55.5,0.67,0.88,0.72,2.83,5.1
174364,9501776,Test,F,39.5,0.27,0.22,0.97,3.03,4.48
174371,8640609,Test,M,50.0,0.27,0.27,2.8,1.13,4.47
174376,5991012,Test,F,55.5,0.22,0.25,1.15,0.83,2.45
174423,5099251,Control,M,39.5,0.3,1.37,1.13,0.5,3.23
174431,5748638,Test,M,68.5,0.48,2.55,0.63,1.8,5.47
174436,2217574,Test,F,54.5,0.33,0.73,3.27,1.98,6.32
174446,9886993,Test,U,22.5,0.1,0.27,0.67,0.38,1.42
174453,9137500,Test,U,29.5,0.13,0.22,0.45,0.88,1.68
174458,5457890,Control,M,59.5,0.43,0.15,1.42,2.18,4.0
174467,7883976,Control,M,34.5,0.2,2.88,0.42,1.48,4.98
174482,1563878,Test,F,56.5,0.2,1.2,1.63,0.58,3.62
174489,1481432,Test,F,45.5,0.7,0.25,0.3,0.92,1.6
174497,4554272,Control,F,31.5,0.53,0.72,2.18,1.05,4.48
174502,2986072,Test,F,39.0,0.28,0.42,3.57,1.57,5.67
174523,3397094,Control,U,38.5,0.23,0.55,0.53,0.98,2.3
174542,5673767,Test,U,25.5,0.83,1.42,4.03,0.68,6.97
174553,957273,Control,U,72.5,0.8,0.22,0.75,5.05,6.82
174581,6336914,Control,M,42.5,0.28,0.12,1.1,1.87,3.37
174588,7078739,Test,M,30.0,0.1,0.22,1.33,0.33,1.98
174594,5023117,Test,M,26.5,0.15,0.22,1.27,1.7,3.23
174612,7933649,Control,U,31.5,0.42,0.1,2.25,4.78,7.55
174617,3478433,Control,F,57.5,0.2,1.0,1.3,0.52,2.97
174626,2483117,Test,M,52.5,0.35,0.23,1.68,0.53,2.52
174655,6601933,Test,F,36.5,0.33,0.53,3.17,1.12,4.88
174663,8837888,Control,F,60.5,0.23,0.42,1.55,1.03,3.23
174668,4048954,Control,U,60.5,0.48,1.1,1.25,1.6,4.43
174766,4617343,Control,F,29.5,0.4,0.65,0.33,0.43,1.82
174771,8220559,Test,M,67.5,0.23,0.33,0.85,0.43,1.85
174836,1353432,Test,F,71.5,0.2,1.22,0.45,0.55,2.42
174843,7134594,Control,M,66.5,1.4,0.32,0.9,5.8,8.42
174866,2412538,Test,M,40.5,0.15,0.42,0.63,0.45,1.65
174871,7464247,Test,F,71.0,0.38,0.62,0.52,1.0,2.52
174883,8575424,Test,F,51.5,0.47,1.92,9.12,2.55,5.95
174896,1569861,Control,F,58.5,0.95,1.32,1.95,5.93,10.15
174901,7338537,Test,M,23.5,0.15,0.45,1.2,0.27,2.07
174924,7151530,Test,F,49.5,0.3,1.47,1.2,6.38,9.35
174929,5582151,Control,M,65.5,0.28,0.1,0.27,2.4,3.05
174940,8966565,Control,F,64.5,0.55,0.6,0.48,8.3,9.93
174945,1510521,Control,F,78.5,0.38,1.1,1.08,2.05,4.62
174950,9281679,Control,U,67.5,1.78,0.3,1.35,6.78,8.38
174964,2445043,Control,M,44.5,1.93,1.23,20.25,9.38,12.53
174996,7831710,Control,F,64.5,0.4,0.43,0.33,0.98,2.15
175001,845251,Test,U,42.5,0.07,0.57,0.83,1.3,2.77
175010,5286363,Test,F,24.5,1.03,0.72,1.08,1.25,2.95
175024,6625740,Test,U,44.5,0.08,0.2,0.77,0.88,1.93
175054,9788667,Test,F,39.5,0.07,0.42,1.17,0.72,2.37
175071,28371,Test,M,34.5,0.23,0.75,4.53,0.45,5.6
175079,3041020,Test,M,39.5,0.78,0.42,5.25,2.0,8.45
175089,6992142,Test,U,50.0,0.07,0.4,1.15,0.48,2.1
175113,8169008,Control,U,45.5,0.48,0.23,1.17,1.68,3.4
175129,8809319,Test,F,56.5,0.13,0.62,0.97,3.33,5.05
175135,2139166,Control,F,59.0,0.27,0.1,1.78,2.65,4.7
175145,2249600,Test,M,54.5,0.47,0.73,2.72,0.8,3.28
175176,7564941,Control,F,46.0,0.9,0.23,3.52,1.73,4.27
175223,9227821,Test,F,57.5,0.08,0.15,0.43,0.53,1.2
175231,1470622,Test,U,41.5,0.12,0.12,2.78,0.22,3.23
175242,5588219,Control,U,33.5,0.17,1.08,0.65,6.38,8.28
175256,550953,Control,M,55.5,0.35,1.65,0.35,1.73,4.08
175262,2556887,Control,M,23.5,0.12,0.87,0.0,1.45,2.43
175273,480811,Control,F,77.5,0.67,0.87,0.73,2.62,4.88
175278,2674901,Control,M,35.5,0.3,0.13,2.4,1.35,4.18
175297,4469170,Control,U,69.5,0.53,0.85,3.8,0.85,2.92
175309,8704483,Control,M,40.5,0.92,0.2,3.27,2.35,6.73
175337,7872884,Control,M,30.5,0.33,0.22,2.88,0.85,4.28
175348,2666629,Test,F,44.0,0.2,0.92,1.43,1.62,4.17
175357,8013108,Test,U,63.5,0.77,0.2,0.43,0.95,2.27
175363,8276895,Test,U,61.5,0.12,0.85,0.83,1.28,3.08
175368,4407044,Test,M,50.5,0.13,1.12,0.35,1.88,3.48
175377,6380601,Test,F,34.5,1.07,0.7,0.48,0.62,2.87
175382,32197,Control,M,42.5,0.08,0.43,1.4,1.63,3.55
175387,5518059,Test,F,66.5,0.3,0.65,0.72,3.97,5.4
175394,8445867,Test,M,44.5,0.17,0.7,0.72,1.78,3.25
175405,9474768,Test,U,42.5,0.52,0.18,1.22,0.73,2.65
175420,9007852,Test,M,56.5,0.38,0.75,5.82,1.38,8.33
175430,2405811,Test,F,50.5,0.17,0.23,1.35,0.33,2.08
175435,4236434,Control,F,55.5,0.4,0.37,2.57,0.78,4.12
175440,8173583,Test,U,66.0,0.23,0.28,0.48,0.6,1.6
175445,8477121,Test,U,35.5,0.07,0.48,0.98,0.47,2.0
175450,3956430,Test,U,21.5,0.13,0.68,1.05,0.33,2.2
175455,7857846,Test,M,65.0,1.87,1.3,1.57,0.3,0.87
175473,8122546,Test,F,52.5,0.18,0.23,5.15,1.0,6.57
175478,4559044,Test,U,55.5,0.13,0.65,0.48,0.82,2.08
175483,2297167,Test,F,54.0,0.1,0.22,1.37,2.87,4.55
175527,1505133,Control,M,50.5,0.62,0.12,0.43,0.73,1.9
175532,8309245,Test,M,52.5,0.2,0.05,0.92,1.03,2.05
175542,3939045,Test,M,49.5,0.05,0.37,0.72,0.5,1.63
175547,6511525,Control,M,75.5,0.92,0.45,0.95,2.57,4.88
175553,2239512,Test,M,80.5,0.67,5.7,2.25,2.27,10.88
175558,2748753,Test,M,43.5,0.12,0.3,1.3,0.72,2.43
175584,9611031,Test,M,33.0,0.08,0.52,0.72,0.37,1.68
175589,5271445,Test,F,29.5,0.38,0.45,1.87,1.17,3.87
175594,5759946,Control,F,42.5,0.72,0.35,0.33,0.87,2.15
175614,8732619,Test,F,34.0,0.13,0.23,1.45,0.9,2.72
175619,1027971,Control,M,48.5,0.27,2.32,1.78,1.98,3.02
175635,5281066,Control,M,41.0,0.7,0.55,2.65,2.47,6.37
175641,809545,Test,M,46.5,0.12,0.25,1.5,0.37,2.23
175646,5892897,Test,U,60.5,0.33,0.63,0.57,11.68,13.03
175671,3584819,Control,F,38.5,0.5,0.65,2.65,2.5,6.3
175681,3590091,Control,M,31.0,0.05,0.25,0.95,0.33,1.58
175724,598508,Control,U,53.5,0.2,0.5,1.07,3.47,5.23
175729,6356481,Test,M,41.5,0.43,1.1,2.97,0.27,1.95
175746,6690695,Test,U,50.5,0.15,1.1,1.7,2.48,5.43
175772,9213604,Test,U,53.0,0.27,0.68,3.35,0.92,5.22
175809,4414216,Control,M,26.5,0.15,0.63,4.42,1.32,6.52
175827,9273843,Test,U,25.5,0.3,0.17,2.27,0.0,2.73
175835,5819141,Control,F,33.5,0.12,0.08,1.53,0.58,2.32
175841,4066194,Test,M,24.5,0.17,0.15,3.63,1.33,5.28
175854,9035903,Control,M,67.0,1.17,0.37,0.25,0.42,1.75
175861,7727853,Control,M,69.5,0.2,0.48,0.62,0.57,1.87
175866,2070184,Control,U,48.5,1.68,0.73,1.5,1.38,5.3
175871,8992296,Test,U,29.5,0.08,0.32,2.08,0.47,2.95
175876,5372927,Control,F,42.0,1.2,0.52,1.02,0.98,3.72
175884,5897376,Control,M,72.5,0.47,0.73,0.53,2.77,4.5
175907,6081679,Test,M,33.5,1.67,0.33,1.93,1.92,5.3
175952,4578494,Test,U,57.5,0.27,0.72,0.93,1.05,2.97
175963,7854180,Control,M,52.5,0.33,0.12,3.0,0.87,4.32
175984,8120884,Test,M,59.5,0.27,0.35,0.85,1.1,2.57
176001,3808102,Test,U,29.5,0.47,0.48,0.92,0.32,1.85
176022,1900746,Test,M,29.5,0.37,0.25,1.98,1.02,3.32
176029,8724411,Test,F,27.5,0.25,0.15,1.7,1.1,3.2
176034,6646769,Test,M,35.5,0.12,0.15,0.62,0.35,1.23
176039,8129844,Control,U,30.0,0.13,0.13,1.35,0.62,2.23
176045,676128,Control,U,29.5,0.38,0.8,2.03,0.98,4.2
176050,7654190,Control,M,72.5,0.33,1.33,4.97,2.58,9.22
176063,8812865,Control,M,32.0,1.1,0.07,0.78,0.42,1.9
176072,8238902,Control,M,66.5,0.38,0.62,7.37,1.02,9.38
176084,3263729,Test,M,43.5,0.17,0.35,0.8,1.88,3.2
176090,6654998,Control,F,33.5,0.1,0.07,0.63,0.47,1.27
176096,6030984,Test,M,53.0,0.18,0.45,2.42,0.97,4.02
176107,6693627,Test,F,56.5,0.1,0.45,0.67,5.8,7.02
176146,3367386,Test,F,65.5,0.27,1.12,0.8,3.63,5.82
176157,8867707,Test,M,23.5,0.18,0.4,2.18,1.53,4.3
176162,594012,Control,F,42.0,0.45,0.18,0.5,1.05,2.18
176178,154150,Control,F,40.0,0.28,0.1,1.48,0.7,2.35
176185,1781066,Test,F,55.5,0.37,0.25,0.48,1.72,2.82
176190,9776846,Control,M,56.5,0.35,5.62,0.63,4.92,11.28
176205,9409058,Test,F,25.5,0.17,1.17,1.03,1.08,3.45
176216,505918,Test,U,27.5,0.32,0.45,0.87,1.13,2.77
176233,5435149,Test,F,57.5,0.2,1.25,1.77,1.15,4.37
176246,2630914,Test,M,41.5,0.1,0.33,0.77,0.5,1.7
176275,4762692,Control,F,64.5,0.47,0.13,0.62,0.92,2.13
176286,3799215,Control,U,25.5,0.75,0.65,1.77,2.03,5.2
176291,8375225,Control,M,49.5,0.42,0.4,3.03,1.95,5.8
176296,3260064,Control,U,47.5,0.3,0.3,2.72,1.6,4.92
176301,8692286,Control,U,70.5,0.8,1.07,0.6,2.3,4.77
176310,4803341,Test,U,57.5,0.12,0.37,0.88,1.2,2.57
176348,3203251,Test,M,23.5,1.83,0.35,1.15,0.7,4.03
176355,9283146,Control,M,61.5,1.07,0.7,0.92,4.15,6.83
176363,1976863,Test,F,35.5,1.9,0.2,1.9,1.25,4.68
176370,6545826,Control,F,60.5,0.37,1.97,3.63,3.1,9.07
176377,974891,Test,U,28.5,0.28,0.78,1.48,0.6,3.15
176382,7185464,Test,F,56.0,0.65,0.58,2.27,0.9,2.38
176403,5853751,Test,U,19.5,0.17,0.32,2.72,0.55,3.65
176410,6915090,Test,U,65.5,0.57,0.42,0.42,4.35,5.75
176418,7806799,Test,U,59.5,0.53,0.62,1.55,0.63,3.33
176423,7145159,Test,F,23.5,0.15,0.3,1.73,0.72,2.9
176428,2446022,Control,F,41.5,0.28,0.82,0.67,0.77,2.53
176433,5113577,Test,U,34.5,0.57,0.35,0.93,0.62,2.08
176440,123311,Test,U,41.5,0.52,0.3,1.3,7.98,9.85
176450,6389951,Control,M,64.5,0.2,0.6,2.9,0.0,3.7
176463,3709854,Test,M,55.5,0.18,0.77,1.6,1.23,3.78
176480,9675198,Control,U,51.5,0.18,0.52,2.02,1.2,3.92
176490,8498480,Control,F,54.5,0.5,0.88,1.53,2.3,5.22
176515,3478114,Test,M,59.5,0.43,0.53,2.08,3.13,6.18
176520,1289046,Test,M,57.5,0.53,0.52,0.93,7.28,9.27
176529,338607,Test,M,50.0,0.58,0.25,2.85,2.05,5.73
176539,509746,Test,M,35.5,0.18,0.47,1.93,0.75,3.33
176554,4865249,Test,M,36.5,0.25,1.05,3.62,1.57,6.48
176562,975772,Control,U,60.0,0.27,0.63,0.57,6.92,8.38
176572,4442607,Control,M,56.5,0.1,0.52,0.67,0.52,1.8
176578,5520839,Test,U,19.5,0.1,0.3,0.35,0.53,1.28
176583,5171509,Test,M,36.5,0.23,0.32,1.35,0.65,2.55
176588,7931409,Control,M,43.5,0.4,0.48,1.9,0.87,3.65
176594,332101,Test,M,36.5,0.17,0.1,1.35,0.38,2.0
176600,1120173,Test,F,75.5,1.78,1.5,1.92,3.57,5.57
176618,3903635,Test,U,56.0,0.67,0.3,3.47,1.28,5.72
176626,6320252,Test,U,52.5,0.08,0.33,1.17,0.93,2.52
176647,4549862,Test,F,26.5,0.17,0.7,2.58,0.63,4.08
176654,1250258,Control,F,26.5,0.23,0.17,0.45,1.75,2.6
176659,2406154,Test,M,45.5,0.18,1.23,2.55,3.38,7.35
176672,8422671,Control,U,48.5,0.2,1.15,1.73,1.03,4.12
176679,4066795,Control,M,55.5,0.38,0.55,3.4,3.2,7.53
176702,1218887,Test,U,42.5,0.08,0.35,0.28,0.32,1.03
176707,7108936,Control,U,35.0,0.18,0.27,1.47,0.38,2.17
176752,1135081,Control,M,68.5,1.02,1.15,1.92,0.83,4.43
176761,2365020,Test,U,31.5,0.08,0.47,0.55,1.0,2.1
176786,6142585,Control,U,50.5,0.73,0.33,4.73,3.2,8.87
176794,5347642,Control,U,17.5,0.3,0.62,1.42,2.45,4.42
176808,7508773,Test,F,47.5,0.57,1.65,2.83,0.35,3.1
176837,8042778,Control,U,28.5,1.48,4.93,1.98,2.37,5.08
176861,3841270,Control,M,48.5,0.68,0.13,2.4,1.22,4.37
176869,7656799,Control,F,39.5,0.62,0.23,1.68,1.42,3.95
176880,5284897,Control,M,53.5,0.23,0.75,0.58,0.77,2.33
176889,6985236,Control,U,31.5,0.25,0.73,1.45,0.67,3.1
176925,73335,Control,M,37.0,1.65,0.27,1.9,1.02,4.83
176930,5995947,Test,F,39.5,0.4,1.08,0.57,3.55,5.6
176935,7159966,Test,M,51.0,0.18,0.4,1.48,0.85,2.92
176946,9154169,Control,U,29.0,0.12,0.2,1.85,0.6,2.77
176965,459156,Control,M,60.5,0.4,0.15,3.1,2.28,5.93
176989,6061224,Control,F,55.5,0.3,0.25,0.95,0.62,2.12
177002,1713017,Test,U,38.5,0.53,0.62,0.6,0.6,1.98
177033,2658940,Test,M,57.5,0.1,0.28,2.28,0.67,3.33
177038,4622774,Control,F,51.5,0.57,0.4,1.93,3.4,6.3
177060,2952942,Test,M,67.5,0.18,0.38,0.67,1.05,2.28
177065,8971132,Test,F,65.5,0.75,1.53,0.72,8.87,11.43
177079,7019864,Control,M,42.5,0.17,0.62,0.47,0.7,1.95
177088,4950989,Test,F,55.5,0.18,0.55,1.6,2.8,5.13
177093,8509526,Control,M,65.5,1.57,0.98,1.53,3.68,4.28
177102,7249843,Control,M,66.5,0.3,0.2,0.62,1.37,2.48
177108,7581994,Control,U,30.5,0.07,1.27,0.73,0.92,2.98
177114,5345165,Control,U,24.5,0.52,0.08,0.47,1.5,2.57
177150,7167812,Test,U,53.5,0.3,0.5,7.07,1.27,9.13
177170,2811586,Control,U,34.5,0.12,0.57,2.68,1.95,5.32
177177,9666366,Test,U,36.5,0.23,4.0,2.42,1.73,8.38
177185,4906261,Test,U,58.5,0.12,0.53,0.47,1.98,3.1
177191,1468213,Control,F,50.5,0.43,0.78,1.02,1.08,3.32
177196,718239,Test,M,34.5,0.17,1.1,1.12,0.32,2.7
177201,9746855,Test,U,68.5,0.13,0.67,1.38,5.43,7.62
177208,7378111,Test,M,59.5,0.1,0.23,0.83,0.7,1.87
177225,7105913,Control,U,32.5,0.68,0.85,6.32,2.97,10.82
177230,5373548,Test,U,55.5,0.08,1.3,1.13,0.77,3.28
177238,4670945,Test,U,30.5,0.1,0.38,1.12,0.4,2.0
177256,4959394,Control,M,43.5,0.6,0.55,2.68,1.57,5.4
177313,2668250,Test,F,64.5,0.17,0.83,0.97,1.4,3.37
177319,8618682,Control,U,61.5,0.27,1.72,0.65,0.8,3.43
177325,9727712,Control,U,63.5,1.0,0.53,1.38,5.47,8.38
177330,618178,Test,M,26.5,1.98,0.27,2.95,0.37,5.57
177340,3281696,Test,F,53.5,0.25,0.28,0.65,1.17,2.35
177362,7928204,Control,F,52.5,1.38,1.42,4.33,2.82,9.95
177397,491746,Test,M,35.5,0.57,1.03,2.0,3.8,7.4
177413,9151400,Control,U,48.5,1.07,0.23,3.92,1.3,6.52
177418,3024744,Control,U,23.5,0.1,0.07,0.82,0.37,1.35
177423,3061491,Test,M,78.5,0.08,0.13,0.2,0.47,0.88
177428,7702085,Test,F,40.5,0.1,1.47,1.0,0.53,3.1
177433,7962046,Test,U,65.5,0.25,3.33,1.27,2.17,3.5
177447,8403697,Test,F,72.5,0.93,0.32,0.33,1.65,2.52
177454,7554625,Test,U,35.5,0.2,0.98,4.18,0.35,5.72
177462,6708593,Test,U,34.5,0.15,0.1,0.48,0.63,1.37
177472,626494,Test,U,39.5,0.18,0.32,0.98,0.88,2.37
177477,5502432,Control,U,27.5,0.3,0.12,0.98,1.93,3.33
177503,6997046,Test,M,46.5,0.17,0.72,7.22,2.65,10.75
177553,6767899,Control,M,51.5,0.6,0.33,0.6,1.5,3.03
177581,1793341,Control,M,58.5,0.35,0.28,0.43,1.23,2.3
177587,4325863,Test,U,45.5,0.07,0.35,0.9,1.42,2.73
177598,5651761,Test,M,50.5,0.15,0.63,0.9,0.6,2.28
177603,2192505,Control,F,40.5,0.37,1.07,2.17,0.88,4.48
177609,6225990,Control,M,19.0,0.12,0.23,0.62,0.73,1.7
177614,2209532,Test,F,28.5,0.48,0.77,0.75,0.72,2.72
177619,4954539,Test,U,31.5,0.08,0.22,1.27,1.08,2.65
177624,2999886,Control,M,46.5,0.55,1.7,1.52,1.78,5.55
177629,5223892,Control,F,55.5,0.52,1.2,1.97,1.02,4.62
177649,2422256,Control,U,71.5,0.8,0.8,1.28,3.35,6.23
177654,7313519,Test,M,53.5,1.08,0.77,1.15,2.03,5.03
177678,7038653,Control,U,34.0,0.2,0.28,0.38,0.7,1.57
177689,7078892,Control,M,25.5,0.1,0.08,1.22,0.63,2.03
177694,19832,Control,F,63.5,0.65,0.65,0.8,4.75,6.85
177699,7334040,Test,U,68.5,0.3,0.73,1.73,3.35,5.93
177707,308531,Test,U,49.5,0.07,0.75,0.97,0.35,2.13
177715,8012223,Control,U,27.5,0.5,8.88,6.47,0.32,0.85
177725,8318184,Test,U,37.0,0.22,0.65,2.72,0.53,4.12
177730,6786786,Test,M,65.5,0.23,0.38,0.62,1.77,3.0
177735,7551662,Control,U,34.0,0.38,0.13,2.0,1.42,3.93
177743,4585186,Test,F,48.5,0.1,0.6,1.93,1.18,3.82
177762,9690919,Control,U,39.5,0.1,0.1,1.93,1.43,3.57
177814,7388571,Control,F,37.5,0.42,0.13,1.38,1.7,3.63
177835,5896556,Control,U,53.0,0.08,0.48,2.25,0.57,3.38
177840,5373683,Test,M,41.0,0.05,0.33,1.1,0.3,1.78
177856,8380574,Test,U,22.5,0.08,0.42,0.57,0.4,1.47
177861,4758033,Test,F,54.5,0.15,1.67,2.15,1.55,3.87
177886,9309575,Control,F,58.0,0.15,0.33,5.12,2.32,7.92
177898,1292764,Test,U,32.5,0.2,0.3,1.6,0.4,2.5
177905,3625903,Control,M,28.5,0.2,0.27,0.82,0.83,1.78
177913,2346934,Test,M,60.5,0.68,0.5,2.1,0.75,4.03
177918,2515743,Control,U,48.5,0.63,1.7,3.5,0.83,6.47
177925,2448910,Test,F,34.0,0.32,0.38,4.2,0.85,5.75
177937,1849620,Control,F,28.5,0.33,0.77,0.67,0.58,2.35
177942,1581127,Test,U,26.0,0.07,0.25,0.68,0.57,1.57
177967,2216021,Test,U,22.5,0.07,1.85,0.9,0.97,3.78
177973,2165367,Control,U,34.5,1.97,0.18,0.95,0.65,1.87
177983,9331303,Control,U,25.5,0.43,3.98,1.02,1.33,6.58
178013,3539952,Control,U,65.5,1.97,0.6,1.58,4.38,8.53
178043,2145511,Control,U,30.5,1.12,0.12,1.52,1.12,3.87
178048,1176370,Control,F,52.5,0.38,0.17,0.5,0.9,1.95
178069,7078059,Test,U,22.5,0.98,0.45,1.92,3.38,6.53
178075,2692181,Test,U,59.5,0.08,0.4,1.87,1.35,3.7
178080,625002,Test,F,39.5,0.25,0.25,1.7,0.92,3.12
178085,3882744,Control,F,57.5,0.53,0.7,5.03,2.0,7.03
178100,5139761,Test,M,26.0,0.12,0.52,1.55,0.27,2.45
178116,2736294,Test,M,39.5,0.32,1.93,1.85,0.27,4.37
178135,7787397,Control,U,26.5,0.22,0.6,1.17,1.6,3.58
178145,4333248,Test,U,36.5,0.17,0.45,0.98,2.28,3.88
178151,9191139,Control,F,39.5,0.9,0.3,1.53,2.93,5.67
178156,9368389,Test,F,64.5,0.15,0.78,0.6,0.48,2.02
178161,9622786,Test,U,38.0,0.15,0.23,2.13,0.93,3.45
178219,543812,Control,F,28.5,0.97,0.1,1.07,1.15,2.43
178233,5881256,Test,M,51.0,0.42,1.4,3.28,0.32,1.25
178258,3943762,Control,U,20.5,0.18,0.1,0.77,1.1,2.15
178263,6568227,Control,M,70.5,0.53,0.43,0.5,1.68,3.15
178284,3483027,Control,F,58.0,0.25,1.07,0.73,1.08,3.13
178297,6944354,Test,M,47.5,0.28,0.43,1.65,0.38,2.75
178320,5040870,Test,M,59.5,0.12,0.17,2.93,1.13,4.28
178327,378530,Control,U,65.5,0.33,0.22,1.63,1.77,3.95
178332,7551101,Test,M,34.5,1.35,0.22,0.33,0.6,1.3
178339,5436214,Test,F,35.5,0.05,0.23,0.43,0.37,1.08
178344,6934070,Control,M,35.5,0.1,0.18,1.25,1.35,2.88
178349,7815864,Control,M,71.5,0.95,1.25,0.98,2.62,5.8
178354,2186943,Test,F,31.5,0.25,0.83,1.7,1.15,3.8
178436,7941483,Test,F,42.0,0.07,0.2,0.97,0.5,1.73
178442,6436049,Control,F,55.0,1.37,0.33,3.33,1.12,6.0
178448,4016670,Control,F,53.5,0.2,0.17,1.23,2.25,3.85
178453,5979823,Control,U,24.5,0.38,0.07,1.05,2.97,4.47
178458,1169747,Test,F,62.5,0.8,0.5,2.12,0.9,4.32
178467,4435683,Control,M,25.5,0.25,0.32,1.02,1.0,2.18
178475,5972884,Test,F,42.0,0.13,0.33,0.25,0.42,1.13
178480,9232913,Control,M,63.5,1.02,0.3,1.1,1.57,2.02
178491,7530138,Control,M,67.5,1.1,0.78,0.55,1.75,4.18
178506,246812,Test,M,47.5,0.1,0.35,0.82,5.07,6.33
178511,3072660,Test,M,61.0,0.1,0.17,1.45,0.85,2.57
178550,9069548,Test,M,61.5,0.2,0.22,0.93,4.3,5.65
178561,2986784,Control,U,42.0,0.23,0.48,2.4,0.7,3.82
178574,9925748,Test,M,58.5,0.17,0.38,1.5,0.65,2.62
178598,7986451,Control,U,42.5,1.33,0.85,7.62,1.42,11.22
178635,9232682,Test,M,68.0,0.33,0.68,11.48,6.15,7.82
178648,1447336,Control,F,42.5,1.5,0.45,1.0,3.75,6.22
178656,3656867,Test,F,29.5,1.47,0.65,1.92,0.88,4.92
178664,9114126,Test,F,62.5,0.33,2.38,3.15,0.45,4.0
178685,1536463,Control,M,55.5,0.3,0.63,2.52,0.92,4.37
178705,7294785,Control,M,42.5,0.25,0.12,0.63,0.77,1.77
178744,1270799,Test,U,35.0,0.77,0.27,1.37,0.48,2.88
178758,5664923,Control,F,49.5,0.1,2.38,1.47,0.78,4.73
178763,335389,Control,M,55.5,0.25,1.85,2.55,1.8,6.45
178773,5036513,Test,U,51.0,0.15,0.53,1.35,2.53,4.18
178783,3695333,Control,M,64.0,0.62,0.72,15.23,3.07,5.65
178815,5476357,Test,M,26.5,0.25,0.2,1.32,0.42,2.07
178827,7430047,Test,F,54.5,0.07,0.23,1.0,0.55,1.85
178832,21970,Control,U,22.5,0.38,0.97,3.18,0.45,4.83
178841,2831475,Control,M,68.0,0.25,0.18,0.58,0.47,1.48
178856,7412950,Control,M,31.5,0.25,0.42,0.98,0.62,1.22
178885,7047192,Control,M,32.5,0.42,0.1,1.28,1.63,3.43
178890,9465504,Control,U,28.5,1.23,0.1,0.6,0.7,1.5
178897,4884704,Test,M,27.5,0.55,0.68,2.93,1.85,6.02
178905,7080294,Control,U,56.5,1.43,0.15,0.92,1.57,4.07
178923,8229929,Control,U,30.0,0.53,0.43,1.48,0.28,2.37
178938,9727959,Control,F,69.5,0.53,1.67,1.12,5.02,8.33
178943,5654713,Test,U,25.0,0.17,5.3,0.48,0.25,6.12
178951,5705369,Control,U,40.5,0.2,1.58,1.55,2.18,5.52
178961,6745422,Control,F,52.5,0.37,1.6,0.55,0.9,3.42
178966,3838913,Control,F,24.5,0.22,0.42,1.28,0.55,2.47
178971,7193885,Control,M,31.5,0.15,0.35,1.13,1.05,2.33
178979,3027050,Test,U,29.0,0.12,0.13,0.82,0.22,1.28
178994,7368037,Test,U,18.0,1.0,0.08,1.18,0.42,2.53
179005,1320616,Control,U,62.5,0.2,0.38,1.32,0.78,2.68
179010,8578422,Control,M,37.5,0.13,0.62,0.65,1.02,2.42
179015,4483507,Control,U,60.5,1.17,1.02,0.57,2.08,4.83
179029,2911416,Control,U,50.5,0.28,0.57,1.95,2.17,4.97
179041,462674,Control,F,73.5,0.18,0.1,0.65,1.53,2.47
179046,7031318,Control,M,68.5,0.5,1.57,0.8,2.38,5.25
179061,7596838,Test,M,54.5,0.28,0.45,0.52,1.03,2.28
179067,4962081,Test,F,31.5,0.07,0.17,1.07,0.6,1.9
179072,9325262,Control,M,39.5,0.08,0.45,0.9,0.45,1.88
179077,6093592,Test,U,61.5,0.07,0.48,0.42,0.5,1.47
179092,2199492,Control,M,72.5,0.62,0.12,0.58,3.48,4.8
179097,3248417,Test,F,45.5,0.1,0.25,1.72,0.73,2.8
179102,7179703,Control,F,69.5,0.4,0.62,0.55,1.47,3.03
179109,6839302,Test,U,23.5,0.07,0.23,0.82,0.53,1.65
179115,1815033,Test,M,54.5,0.18,0.45,4.28,0.5,3.7
179129,3211203,Control,M,64.5,0.95,1.62,0.68,3.25,6.5
179161,2926621,Test,M,30.5,0.1,0.62,2.9,0.53,4.15
