,Client ID,Variation,gendr,clnt_age,start_to_step_1_mins,step_1_to_2_mins,step_2_to_3_mins,step_3_to_con_mins,total_time_mins
308412,5259007,Test,M,29.0,0.08,1.45,2.45,0.87,4.85
308417,4295146,Test,U,28.5,0.07,0.15,0.63,1.73,2.58
308422,229242,Control,U,52.5,0.87,2.52,2.08,1.2,6.67
308427,9281262,Control,F,28.5,0.25,0.22,0.87,1.13,2.47
308432,4263272,Control,U,64.5,0.18,0.12,0.27,0.6,1.17
308437,6698105,Control,F,57.0,1.82,1.15,3.47,2.83,7.57
308479,990120,Test,F,49.0,0.13,0.23,8.15,0.57,9.08
308484,1810432,Test,U,32.0,0.15,0.25,1.47,0.52,2.38
308498,6061376,Control,M,57.5,0.78,1.03,6.47,1.73,10.02
308510,6660788,Control,M,35.5,1.12,0.43,0.85,0.77,3.17
308517,7102100,Test,F,53.0,0.1,0.4,0.6,0.97,2.07
308528,2744794,Control,F,33.5,0.48,0.08,0.48,2.18,3.23
308534,7935251,Test,M,26.5,0.15,1.0,5.28,0.98,7.42
308577,8534656,Test,U,66.0,0.08,0.1,1.22,0.5,1.85
308598,9629210,Test,U,24.5,0.12,0.08,1.33,0.75,2.28
308605,4503254,Control,U,60.0,0.23,0.32,0.4,1.05,2.0
308612,7202217,Test,M,26.5,0.12,0.37,2.15,0.53,3.17
308646,7227288,Test,U,17.5,0.08,0.23,2.12,0.75,3.18
308651,1664206,Test,F,58.5,0.23,0.8,0.65,2.8,4.48
308657,9779014,Control,F,51.5,0.7,1.78,3.7,0.6,3.5
308666,8199471,Test,U,51.5,1.12,1.57,0.33,0.72,3.12
308675,7142928,Test,M,56.5,0.32,1.52,0.62,2.1,4.55
308688,8237386,Control,M,65.5,0.23,3.08,0.77,3.65,7.73
308705,6528570,Test,F,46.5,0.1,0.2,0.97,0.42,1.68
308726,5763560,Control,U,30.0,0.15,0.28,2.25,0.55,3.23
308731,4473990,Control,M,54.5,0.53,0.85,7.67,3.17,12.22
308736,2159101,Test,U,23.5,0.27,0.67,0.47,0.48,1.88
308752,5633518,Test,U,27.5,0.1,2.42,1.38,1.42,5.32
308810,8750010,Test,U,29.5,0.1,1.0,1.9,4.6,7.6
308816,9659656,Test,M,54.5,0.17,1.58,0.95,1.62,4.32
308822,7179106,Control,F,57.0,0.22,0.75,0.8,1.07,2.83
308847,1207715,Test,M,31.5,0.08,0.32,2.3,1.15,3.85
308857,9484710,Test,F,43.5,0.12,1.05,1.4,10.33,12.9
308863,8969692,Test,U,47.5,0.1,0.37,0.82,0.5,1.78
308868,9704091,Test,M,62.5,0.17,0.37,0.38,1.25,2.17
308874,5252893,Test,U,27.0,0.25,0.78,1.33,0.55,2.92
308879,7224908,Control,M,54.5,0.33,1.13,2.22,1.98,5.67
308884,5473564,Control,F,79.5,0.75,0.6,1.12,3.53,4.82
308910,9149348,Test,M,35.0,0.05,0.15,0.67,0.37,1.23
308915,774581,Test,U,66.5,0.47,1.97,0.45,4.92,7.43
308930,5694063,Test,U,52.0,1.07,0.45,1.93,0.62,3.65
308940,2130164,Control,U,54.5,0.57,1.47,5.83,4.95,12.82
308947,8455174,Test,F,51.5,0.15,0.27,0.57,4.95,5.93
308952,8653551,Control,F,36.0,0.45,0.45,1.73,0.43,2.33
308962,9261020,Test,M,78.5,1.13,0.9,0.87,2.8,4.87
308987,839179,Control,M,46.5,0.25,0.52,1.47,2.13,4.37
308996,8056131,Control,F,41.5,0.52,0.08,0.35,0.82,1.63
309008,53396,Test,M,50.5,0.13,0.27,0.75,4.05,5.2
309014,3806743,Test,F,30.5,0.23,1.23,2.95,1.18,2.45
309026,3684699,Test,M,42.0,0.07,0.18,0.75,0.38,1.38
309031,4138774,Test,M,44.5,0.15,0.88,1.12,0.43,2.58
309036,6231726,Test,F,36.5,0.27,0.73,0.85,0.62,2.47
309041,4460301,Test,M,33.0,0.08,0.67,0.85,0.42,2.02
309057,1711640,Test,U,28.0,1.07,0.15,0.37,0.23,1.82
309062,8458079,Control,U,60.5,0.35,2.1,2.33,2.05,6.83
309070,195655,Test,U,20.5,0.12,0.55,1.78,1.28,3.73
309075,4031845,Control,M,75.0,0.45,0.43,0.52,4.95,6.35
309083,8881398,Control,U,51.5,1.1,1.95,4.85,2.8,10.7
309090,5440673,Test,F,57.5,0.28,3.07,5.78,4.95,9.95
309103,2638464,Test,U,46.5,0.38,0.2,0.43,1.87,2.88
309108,3849449,Control,U,47.0,0.23,0.28,1.98,0.78,3.28
309130,6576648,Control,U,35.5,0.18,3.02,4.15,0.02,7.37
309137,7071589,Test,M,61.5,0.8,0.7,1.5,2.47,5.47
309152,342757,Test,F,34.5,0.07,0.47,1.53,0.65,2.72
309167,2068954,Control,U,61.5,0.72,0.22,5.38,4.03,10.35
309181,3239523,Control,U,60.0,0.25,0.55,2.52,2.48,5.8
309187,307881,Test,U,53.5,0.15,0.47,1.52,0.35,2.48
309194,3559667,Control,F,35.5,0.17,0.08,0.85,0.67,1.77
309214,3652844,Control,M,60.5,0.42,0.55,0.0,2.88,3.85
309227,2954678,Test,U,62.0,0.15,0.45,1.58,0.7,2.88
309232,7111189,Control,M,49.5,0.23,0.8,0.92,3.28,5.23
309249,1025180,Test,M,38.0,0.07,0.1,0.65,0.53,1.35
309257,6624274,Control,M,39.5,0.17,0.32,0.58,1.55,2.62
309263,7652151,Test,M,57.5,0.12,0.35,2.45,0.92,3.83
309300,4689536,Test,F,34.5,0.32,0.35,0.87,3.68,5.22
309305,5811879,Test,U,27.5,0.07,0.32,0.72,0.67,1.77
309310,6710265,Control,U,30.5,0.63,0.28,1.92,0.73,3.57
309317,886185,Test,F,28.0,1.55,0.18,1.78,1.88,3.9
309324,1409376,Control,M,52.0,0.23,0.42,0.98,0.43,2.07
309329,8065181,Control,M,46.5,0.37,0.1,1.38,1.72,3.57
309365,373345,Test,U,31.5,0.08,0.12,1.18,0.58,1.97
309370,5202456,Control,U,52.0,0.32,1.02,2.83,2.9,7.07
309375,2567857,Control,M,57.5,0.38,1.02,0.85,0.93,3.18
309387,5910870,Control,F,66.0,0.17,1.0,0.67,0.98,2.82
309401,7244374,Control,F,46.0,0.25,0.22,1.95,0.4,1.28
309435,3993530,Test,U,25.5,0.05,0.27,1.93,2.37,4.62
309445,8413954,Control,U,59.5,0.2,4.47,0.38,2.23,7.28
309483,9502275,Test,U,36.5,0.12,1.02,0.8,0.57,2.5
309498,6000156,Control,M,55.5,0.18,0.22,2.68,0.88,3.97
309503,6358605,Test,M,57.5,0.2,0.17,1.92,1.33,3.47
309512,6744273,Test,F,31.5,0.23,0.32,3.6,1.57,5.72
309517,5312309,Control,U,18.0,0.15,0.07,1.5,1.98,3.7
309534,7333746,Test,F,55.5,0.3,1.95,1.55,4.93,7.6
309566,9724990,Test,U,24.5,0.07,0.08,0.98,0.57,1.7
309571,4991005,Test,U,52.5,0.18,1.22,1.08,2.63,5.12
309577,2978646,Control,M,47.5,0.62,1.5,6.9,0.68,7.52
309594,2840610,Control,U,47.5,0.65,1.18,3.87,1.38,7.08
309599,3790866,Test,M,61.5,1.68,1.5,5.92,0.57,4.27
309617,5017681,Test,M,67.5,0.92,0.43,0.78,2.72,4.85
309623,7020628,Control,U,24.5,0.43,0.1,1.38,1.85,3.77
309628,4203290,Test,U,55.5,0.6,0.62,4.28,7.27,8.7
309643,6909480,Control,F,70.5,1.43,0.38,0.6,1.48,3.9
309667,5251671,Control,U,47.0,0.78,0.38,1.5,0.4,2.57
309690,743720,Test,F,71.5,0.17,0.5,0.57,3.17,4.4
309695,9862091,Test,U,46.0,0.15,0.43,0.85,4.38,5.82
309703,439077,Test,M,66.5,0.17,0.68,0.65,1.8,3.3
309714,6863960,Control,F,42.5,0.75,0.68,0.97,1.38,3.78
309719,1115902,Control,F,62.5,0.23,2.13,0.88,1.0,4.25
309728,6287252,Test,M,49.0,0.3,0.65,4.13,0.4,5.48
309751,7782791,Test,U,41.5,0.13,0.3,0.72,0.33,1.48
309756,8562324,Test,U,58.5,0.6,1.65,1.53,0.75,3.37
309777,7155688,Control,F,61.0,0.08,0.27,0.83,0.93,2.12
309783,3080031,Test,M,40.5,0.1,0.32,1.97,0.83,3.22
309788,1115147,Test,F,31.0,0.85,0.17,1.73,0.72,3.28
309796,5824629,Test,U,57.5,0.13,0.13,0.77,0.82,1.85
309816,2326659,Test,M,58.5,0.05,0.48,3.45,0.9,4.88
309823,450614,Control,U,27.5,0.32,0.63,1.43,0.93,3.32
309830,8231898,Control,U,20.0,0.6,0.15,2.15,1.22,3.92
309847,524152,Control,M,42.5,0.17,2.02,1.17,0.82,4.17
309856,2880714,Control,M,62.5,1.58,1.13,0.43,0.82,1.85
309877,8138465,Test,M,53.5,0.6,0.68,1.58,0.92,3.78
309888,1692913,Control,M,30.5,0.25,0.15,1.12,1.5,3.02
309895,6791193,Test,M,73.5,0.25,0.72,0.67,1.15,2.78
309921,3776116,Control,U,32.5,0.07,0.45,0.97,0.37,1.85
309931,1283117,Test,F,53.0,0.55,0.1,0.43,1.65,2.73
309937,828166,Test,F,62.5,2.08,0.18,0.93,1.48,4.58
309961,1855018,Test,F,34.0,0.25,0.67,2.43,0.77,3.97
309969,6119833,Control,F,50.0,0.03,0.1,0.9,0.38,1.42
309989,7502159,Test,U,64.0,1.43,1.52,1.5,2.9,5.65
310007,9396709,Test,U,51.5,0.2,0.5,2.85,1.88,5.43
310018,5541934,Test,F,32.5,0.13,0.83,0.9,0.6,2.47
310023,9566183,Control,F,70.5,0.75,1.5,1.97,1.73,5.95
310028,1992455,Test,U,26.0,0.08,0.58,1.0,0.52,2.18
310033,1259407,Test,M,61.5,0.57,0.7,2.37,0.68,2.13
310046,2539742,Test,F,43.0,0.25,0.25,2.13,1.72,4.2
310057,3979656,Test,U,29.5,0.97,1.98,1.03,0.77,4.75
310080,3515019,Test,M,32.5,0.07,0.3,0.0,1.2,1.57
310091,3161378,Control,M,40.5,0.12,0.13,2.42,1.13,3.8
310097,4020782,Test,U,24.5,0.23,0.4,2.5,1.7,4.83
310104,8133761,Control,U,46.5,0.45,0.22,2.98,1.9,5.55
310109,4865014,Test,F,32.0,0.65,0.33,0.8,0.73,2.38
310115,5335619,Test,M,46.5,0.47,2.28,5.27,5.8,8.85
310130,741561,Test,U,32.5,0.07,0.12,0.47,0.32,0.97
310135,8115066,Test,U,21.5,0.15,0.25,0.95,0.37,1.72
310140,6025815,Test,F,54.5,0.15,0.47,1.32,1.5,3.43
310164,6374667,Control,M,64.5,0.47,0.12,0.32,2.5,3.3
310172,8430093,Control,U,27.0,0.13,0.2,0.98,0.28,1.6
310177,7485600,Control,M,42.0,1.03,0.28,2.17,0.37,3.68
310184,7916623,Control,F,42.5,0.98,1.07,3.65,3.92,9.62
310189,9999729,Test,F,31.0,1.7,4.95,0.65,0.35,1.25
310200,1161189,Test,F,79.5,0.17,0.3,0.52,0.63,1.62
310228,5135348,Test,M,48.5,1.87,0.37,1.65,0.47,4.35
310233,7595293,Control,M,60.0,2.0,0.42,0.68,0.83,3.58
310254,8517967,Test,F,37.5,1.48,0.47,0.33,0.62,2.27
310262,1965795,Test,F,66.5,0.35,7.47,0.43,1.28,9.35
310271,6938435,Control,F,63.5,0.17,0.52,0.37,1.63,2.68
310284,6777821,Control,U,27.5,0.28,0.08,1.03,0.77,2.0
310293,1423478,Test,U,19.5,0.08,0.13,2.17,0.48,2.87
310318,4448196,Test,U,19.0,0.13,0.3,1.67,0.55,2.65
310334,5585394,Test,U,34.5,0.62,0.25,2.68,0.52,3.75
310346,9795026,Control,M,39.5,0.4,1.28,2.87,4.27,8.82
310351,146072,Test,F,59.5,0.68,0.25,0.52,0.97,1.93
310403,7389323,Control,U,27.5,0.32,0.07,0.93,0.95,2.07
310412,4322431,Control,U,33.0,0.18,0.15,0.78,0.25,1.37
310426,4968648,Test,U,45.5,0.42,0.22,0.98,0.63,2.25
310437,1290147,Test,M,49.5,0.17,0.17,1.47,0.45,2.25
310454,6152291,Control,M,51.5,0.13,0.32,1.53,0.6,2.58
310471,9412339,Control,F,65.5,1.17,0.85,2.35,1.95,6.32
310476,1535789,Test,F,57.5,0.52,0.52,3.88,0.98,5.9
310494,2825830,Control,M,56.5,0.65,1.02,4.7,1.38,7.75
310499,9398460,Control,M,57.5,0.35,0.7,2.13,1.03,4.22
310524,3553373,Control,M,72.5,0.77,0.17,0.52,3.02,4.47
310529,3968836,Test,M,75.5,0.25,1.05,0.88,3.27,5.45
310543,9074228,Control,F,52.5,0.48,1.75,0.57,2.68,5.32
310557,3453663,Control,M,44.0,1.7,1.47,3.47,0.77,6.27
310578,9805367,Control,U,31.0,0.17,0.52,1.58,0.85,3.12
310597,1625605,Control,M,33.5,0.88,1.68,1.97,0.98,5.52
310606,6545212,Test,U,20.5,0.17,0.27,0.47,0.75,1.65
310611,4882043,Control,U,31.0,0.17,0.48,2.48,0.32,3.45
310617,1490108,Test,U,50.5,1.02,0.47,1.48,0.68,3.65
310624,6090460,Control,U,36.0,1.83,0.73,2.75,1.07,5.8
310640,5751565,Test,U,51.5,1.05,0.55,0.87,0.57,3.03
310646,1939709,Control,M,33.5,0.35,0.75,6.63,0.43,8.17
310667,3893289,Test,U,63.5,0.13,0.62,0.5,0.83,2.08
310672,6061984,Test,M,26.5,0.77,0.2,0.67,0.63,2.27
310677,2779621,Test,F,57.5,0.22,1.4,0.7,1.7,4.02
310685,8163507,Test,F,54.5,0.15,0.73,0.53,2.05,3.47
310690,8709183,Test,M,36.0,0.27,0.15,1.87,0.27,2.55
310695,1858758,Control,F,35.5,0.6,0.28,0.93,1.35,2.8
310703,2239147,Test,U,19.5,0.17,0.27,1.35,0.5,2.28
310710,5337753,Test,U,23.5,0.23,0.18,2.0,0.73,3.15
310715,5980953,Control,U,63.5,1.23,0.08,0.93,0.52,1.85
310742,2280908,Test,M,52.5,0.33,1.7,1.83,2.03,5.9
310755,3790912,Control,F,50.5,0.22,0.9,1.87,0.78,3.77
310762,9659535,Control,F,41.5,0.47,1.25,1.35,1.42,4.48
310772,9214189,Test,M,59.5,0.55,0.62,0.67,2.4,4.23
310799,3675845,Test,M,34.5,0.07,0.22,0.88,0.6,1.77
310804,6859266,Control,U,30.5,0.55,0.1,1.93,7.17,9.75
310809,4226423,Test,M,66.0,0.08,0.42,0.4,8.4,9.3
310850,7190947,Test,F,34.5,0.12,0.25,1.63,5.3,7.3
310858,6256172,Control,F,67.5,0.6,1.5,0.67,1.23,4.0
310863,2048027,Test,U,43.5,1.38,0.83,1.42,4.05,7.68
310868,1057253,Test,F,27.5,0.07,0.3,0.73,0.63,1.73
310873,1524489,Test,U,59.5,0.38,0.23,0.35,0.55,1.47
310897,1795648,Test,M,31.5,0.15,0.1,1.68,0.27,2.2
310902,9421220,Test,U,62.5,1.2,0.42,1.0,0.63,2.2
310912,22007,Test,F,75.5,0.23,0.8,0.7,8.02,9.75
310918,3069501,Test,M,40.5,0.12,0.6,1.25,0.37,2.27
310926,6045570,Control,F,66.5,0.27,0.1,0.58,1.83,2.78
310931,1441929,Test,F,69.5,1.08,1.27,0.5,1.07,3.92
310937,1230589,Test,U,31.0,0.12,1.02,0.85,2.37,4.35
310943,4027064,Control,F,68.5,0.6,1.03,2.23,3.7,7.57
310953,6126433,Control,F,41.5,0.98,0.12,0.88,4.07,6.05
310966,3779548,Control,M,70.5,0.47,0.6,0.63,1.98,3.68
310971,8718482,Control,U,58.0,1.57,1.1,0.97,0.97,4.3
310979,8175830,Control,F,55.0,1.08,0.72,1.05,3.23,5.27
310987,9652308,Test,U,19.5,0.05,0.7,0.42,0.43,1.6
310993,3552092,Control,U,59.5,0.08,1.42,0.38,0.48,2.37
311002,7418794,Control,M,47.0,0.4,0.73,2.32,6.17,9.62
311007,108438,Control,U,28.5,0.37,0.18,1.87,0.58,1.28
311017,704150,Control,U,20.5,0.17,0.18,1.9,0.75,3.0
311022,5010877,Test,U,26.5,0.27,0.45,1.12,1.17,3.0
311031,137061,Test,M,31.5,2.12,1.08,2.05,0.68,5.82
311043,2383421,Test,U,62.5,0.12,0.22,1.37,0.5,2.2
311051,5240579,Test,U,57.5,0.12,0.47,0.53,0.85,1.97
311060,8551108,Test,U,32.5,0.13,0.78,0.97,0.42,2.3
311078,9572729,Test,M,63.5,0.1,0.33,0.42,1.12,1.97
311093,2477801,Test,M,32.5,0.1,0.25,1.65,0.27,2.27
311101,7026657,Test,F,39.0,0.28,0.63,2.43,0.78,2.27
311119,4674375,Control,M,48.5,0.22,0.45,2.9,0.53,4.1
311124,3949276,Control,M,46.5,0.32,0.85,1.28,0.58,3.03
311150,2965989,Test,M,41.5,0.13,0.02,1.03,1.15,2.27
311159,1326392,Control,F,49.5,0.37,0.48,3.4,1.77,6.02
311168,148445,Control,M,64.0,1.22,2.92,2.22,10.23,12.13
311190,3940649,Control,M,55.5,0.18,1.33,0.22,0.55,2.28
311197,6469222,Test,M,45.5,0.28,0.43,7.18,0.83,8.63
311205,221385,Test,U,31.0,0.08,0.12,0.43,0.38,1.02
311210,1450289,Control,F,49.5,0.48,0.25,7.52,0.0,8.12
311229,7573647,Control,F,53.0,0.97,0.32,1.35,1.23,3.87
311236,198652,Test,M,36.5,0.15,0.1,0.82,1.95,3.02
311241,9174792,Test,M,52.5,0.35,0.12,3.83,4.87,9.17
311246,4295057,Test,M,46.5,1.13,1.23,0.58,1.5,4.18
311264,3421897,Test,U,26.5,0.12,0.58,6.4,0.88,7.98
311276,5745157,Test,U,62.5,0.17,0.6,5.28,6.73,12.78
311283,3347344,Control,U,25.5,0.45,0.12,3.03,1.72,5.32
311290,8319726,Test,U,26.5,0.05,0.23,1.28,0.23,1.8
311295,5244527,Test,U,27.0,0.15,0.37,3.43,0.5,4.45
311303,1607661,Test,U,49.0,0.37,1.38,3.12,3.68,8.55
311308,9726084,Control,M,27.5,0.23,0.3,3.28,1.78,5.6
311314,5351642,Test,U,25.5,0.13,5.73,2.07,1.23,9.17
311319,955190,Test,F,37.5,0.75,0.97,1.48,0.8,4.0
311335,247960,Test,M,54.5,0.25,1.0,2.17,1.5,3.8
311348,8916656,Test,U,23.5,0.4,0.12,1.35,0.45,2.1
311355,2276962,Test,M,46.5,0.25,0.38,2.57,2.7,5.9
311379,837349,Control,U,32.5,0.13,0.33,0.93,1.05,2.45
311385,7045011,Test,U,38.5,0.17,0.52,1.17,3.35,5.2
311391,8298599,Control,M,58.0,0.23,0.27,1.38,0.37,1.13
311401,6977934,Control,M,25.5,0.27,0.1,9.1,0.37,9.72
311447,5859609,Test,F,66.5,1.18,0.2,0.5,2.95,4.83
311463,4343495,Test,F,33.5,0.05,0.25,0.33,0.28,0.92
311468,5429020,Test,M,38.5,0.1,0.12,1.28,0.75,2.25
311473,7542530,Test,M,40.0,0.23,0.17,1.37,0.45,2.03
311480,255743,Control,U,58.5,0.37,0.75,4.47,2.28,7.87
311486,353628,Control,F,54.0,0.23,0.25,1.27,2.25,4.0
311491,4015553,Test,U,23.5,0.33,0.83,1.3,0.35,2.82
311496,9321160,Control,M,31.0,0.07,0.18,1.05,0.22,1.52
311531,397404,Control,F,33.5,0.3,1.88,0.7,1.22,4.1
311540,915892,Test,U,71.0,0.2,0.6,1.05,1.98,3.83
311545,8116686,Test,U,48.5,0.1,0.23,1.13,0.33,1.8
311556,5257748,Test,F,52.5,0.18,0.42,1.18,0.43,2.22
311561,4649308,Control,F,57.5,0.38,0.58,0.35,0.92,2.23
311566,5706601,Test,M,28.5,0.55,0.2,4.12,1.93,6.8
311586,2903115,Control,U,37.5,0.43,0.13,2.17,3.23,5.97
311592,2400763,Control,U,71.5,0.73,0.37,0.68,4.17,5.95
311598,6586073,Test,U,30.0,0.18,0.62,1.08,0.47,2.35
311603,3132053,Test,F,67.5,0.22,1.12,0.37,1.23,2.93
311608,7682575,Test,M,51.5,0.17,0.18,0.95,0.68,1.98
311616,6992250,Test,F,68.5,0.2,0.33,0.78,2.08,3.4
311622,68276,Test,M,59.5,0.17,0.3,0.2,1.77,2.43
311627,4702213,Test,F,56.5,1.47,9.6,1.05,10.22,11.78
311652,4233560,Test,U,24.5,2.05,1.52,1.25,3.38,7.27
311664,4849787,Control,M,40.0,0.23,0.28,1.48,1.77,3.77
311679,2556751,Test,U,61.5,1.38,0.18,0.37,2.58,4.52
311684,7538160,Control,M,31.5,0.55,0.43,5.22,2.9,9.1
311690,7224020,Control,U,50.5,0.32,0.48,1.4,1.8,4.0
311719,487462,Test,M,40.5,0.18,0.6,0.93,0.78,2.5
311724,806955,Test,F,24.5,0.05,0.05,0.77,0.92,1.78
311738,5112160,Test,F,38.5,0.25,1.6,1.37,0.8,4.02
311748,8389879,Control,U,31.5,0.3,0.07,1.37,0.87,2.45
311763,5178136,Control,M,35.5,0.12,0.32,1.28,0.73,2.45
311773,494159,Control,M,54.5,0.43,1.13,4.55,1.33,7.45
311778,8726816,Test,U,71.5,0.27,0.57,0.75,0.58,2.17
311783,5715957,Control,U,22.0,0.22,0.27,1.15,0.32,1.83
311802,1464215,Control,U,39.5,0.37,0.1,3.53,5.88,9.88
311807,897407,Test,M,23.5,0.12,0.48,1.5,0.65,2.75
311812,8671563,Test,M,54.5,0.23,1.57,0.32,1.7,3.82
311817,7830661,Test,F,57.5,0.22,0.27,3.65,1.83,5.88
311850,2341832,Test,F,28.5,0.75,0.13,1.07,1.25,3.05
311860,6312909,Test,M,18.5,0.9,0.03,0.22,0.23,1.32
311878,1764645,Control,F,44.0,0.3,0.17,1.03,1.92,3.42
311885,5831736,Control,M,69.5,1.12,1.15,0.78,4.85,7.9
311898,9984010,Control,M,47.5,0.75,0.77,2.3,0.85,4.67
311903,9811880,Control,F,59.5,0.48,0.92,3.37,1.38,5.95
311924,8706967,Test,F,39.5,0.07,0.33,1.97,1.03,3.4
311935,4913101,Test,M,37.5,0.15,4.17,0.17,6.22,10.7
311964,2380669,Test,M,74.5,0.33,1.42,0.48,2.0,4.23
311977,507390,Control,U,68.0,0.32,0.85,0.6,6.22,7.98
311983,2457788,Test,F,38.5,0.12,0.68,1.72,0.95,3.47
311988,8675322,Control,M,37.0,1.02,1.17,4.58,3.57,10.33
311995,5385259,Control,U,21.5,0.08,0.07,0.98,0.83,1.97
312000,1464670,Test,M,31.5,0.08,0.25,1.05,0.43,1.77
312007,1815143,Test,M,41.0,1.35,92.18,1.25,1.18,3.4
312024,3876731,Control,U,66.5,1.45,0.65,0.75,1.55,2.25
312033,5449926,Control,U,82.5,0.25,0.4,0.43,1.03,0.95
312067,1135759,Control,M,55.5,0.35,0.13,0.98,0.78,2.18
312088,7026862,Control,M,58.5,0.8,0.12,2.78,2.05,5.75
312107,8344435,Control,U,62.5,0.9,1.23,2.77,2.47,7.37
312128,7502474,Test,F,34.5,0.12,0.4,0.92,0.52,1.95
312146,9815914,Test,F,35.5,0.07,0.98,0.68,0.42,2.15
312151,3512476,Test,F,50.5,1.6,4.37,1.12,2.33,3.52
312165,1610962,Test,M,35.5,1.67,0.7,0.82,0.68,3.87
312178,3933656,Control,U,54.5,0.15,0.48,2.45,0.77,3.85
312208,7135930,Test,M,44.5,0.38,0.17,1.32,1.35,3.22
312228,6398332,Test,U,45.0,0.52,1.22,2.77,4.22,8.72
312252,4679194,Control,M,31.5,0.18,0.57,1.62,1.77,4.13
312257,3134968,Control,F,53.5,0.9,1.4,3.8,1.45,7.55
312266,9852469,Control,M,66.5,0.52,0.18,3.15,1.98,5.53
312277,4330733,Control,M,52.5,0.42,0.08,1.08,0.58,1.98
312302,9043680,Test,U,54.5,0.13,0.55,1.05,1.08,2.82
312311,9667497,Test,M,27.0,0.27,0.28,1.45,0.52,2.52
312317,7698179,Control,U,23.5,0.82,0.22,2.47,0.65,4.15
312325,6147140,Control,U,27.0,0.3,0.13,1.97,1.15,3.55
312330,8330343,Test,F,53.5,0.17,0.6,1.67,0.63,3.07
312342,2389810,Control,U,63.5,0.68,1.22,1.13,2.03,5.07
312354,8008206,Test,F,44.0,0.13,0.15,0.78,0.88,1.95
312365,9840764,Test,U,23.5,0.53,0.13,2.88,0.87,4.42
312386,2581399,Control,M,33.5,0.12,0.52,0.93,2.3,3.87
312391,3103372,Test,F,56.0,0.23,0.45,0.97,2.15,3.8
312402,3874471,Control,U,53.5,0.3,0.1,1.07,1.32,2.78
312407,7606754,Control,U,31.0,0.17,0.8,1.43,0.47,2.87
312413,3597994,Control,M,37.0,0.27,0.28,3.08,0.38,4.02
312418,616093,Test,M,46.5,0.27,0.6,2.5,0.5,3.87
312423,5301174,Test,F,70.5,0.27,0.3,0.73,1.75,2.85
312435,5467823,Test,F,29.5,0.3,1.1,1.2,2.6,5.2
312441,2558586,Test,U,50.5,0.37,1.25,2.12,1.43,5.17
312447,5229498,Test,M,40.0,0.22,0.18,0.95,0.25,1.6
312452,6601169,Control,M,52.5,0.45,0.57,2.57,0.62,4.2
312464,6588643,Control,U,35.5,0.58,0.13,1.75,3.73,6.2
312469,2213365,Test,F,53.5,0.12,0.13,0.63,2.83,3.72
312474,8032447,Control,U,26.5,0.32,0.08,3.75,0.63,4.78
312492,8790955,Control,M,28.0,0.47,0.85,3.38,0.57,5.27
312498,5836594,Test,M,32.5,0.08,0.07,1.5,0.32,1.97
312503,3493690,Control,F,57.0,0.17,0.3,0.98,0.52,1.97
312508,9875629,Control,M,37.0,0.12,0.33,1.35,0.43,2.23
312513,3558058,Test,M,28.5,0.1,0.38,2.12,0.65,3.25
312518,4468051,Control,M,57.0,0.07,0.12,1.4,0.3,1.88
312523,1934569,Test,M,41.5,0.85,0.33,4.47,1.07,2.18
312577,9344444,Test,U,62.5,0.05,0.12,0.77,0.27,1.2
312582,2575333,Test,U,41.5,0.07,0.35,1.83,0.42,2.67
312616,8850138,Test,M,20.5,0.1,0.33,0.92,0.38,1.73
312624,6099173,Test,M,44.0,0.08,0.25,2.08,3.87,6.28
312630,5773935,Control,F,57.5,0.97,1.88,1.33,2.07,6.25
312674,3538261,Test,M,46.5,0.22,0.42,1.25,0.7,2.58
312680,650551,Control,U,48.0,0.07,0.18,1.33,0.4,1.98
312686,9762794,Test,F,44.5,0.08,0.33,1.93,0.33,2.68
312701,1526516,Control,F,49.0,0.33,0.57,5.72,0.77,2.33
312715,3645474,Test,U,42.0,0.37,0.37,1.28,0.55,2.2
312724,4558798,Control,F,27.5,0.08,0.1,1.3,6.18,7.67
312729,9552647,Control,F,27.5,0.4,1.55,2.53,1.0,5.48
312742,3719298,Test,M,61.5,0.08,0.42,0.73,0.93,2.17
312747,2229647,Control,U,51.5,1.77,1.25,2.55,2.03,7.6
312752,6574018,Test,F,38.5,0.08,0.22,0.55,1.13,1.98
312761,4658215,Test,M,33.5,0.07,0.15,0.88,1.52,2.62
312766,9447128,Test,F,62.5,0.18,0.55,1.72,3.9,6.35
312771,6076660,Test,U,54.5,0.1,0.3,1.45,0.82,2.67
312778,9686977,Test,M,40.5,0.2,2.13,1.97,0.92,3.12
312792,2253226,Test,F,64.5,0.53,2.08,2.75,3.32,8.6
312812,3002873,Control,M,43.5,1.95,0.68,6.13,4.88,11.28
312822,4684324,Control,U,66.0,0.4,0.95,0.78,0.78,1.55
312831,8596702,Test,M,39.5,0.22,0.68,1.75,0.92,3.57
312836,9056159,Test,F,63.5,1.22,0.62,0.37,2.22,4.42
312871,8317382,Control,M,75.5,1.32,0.45,0.72,1.7,4.18
312884,9715509,Test,M,43.5,0.08,0.27,1.2,2.37,3.92
312906,6096252,Control,U,24.5,0.07,0.27,0.83,0.47,1.63
312917,423947,Test,U,29.0,0.58,0.23,0.73,1.12,2.18
312931,1678122,Control,F,55.5,0.75,0.97,1.73,2.7,6.15
312936,992511,Test,M,55.5,0.17,0.83,1.27,0.98,3.25
312951,545887,Control,M,59.0,0.1,0.78,2.43,3.47,6.78
